fen,position_index,depth,best_move,execution_time,cumulative_time,eval,from_opening_book,completed,partial_search,nodes_searched,success,error,timestamp,total_search_time
3Q4/5pk1/4P1p1/p6p/5PN1/b5PP/6RK/q7 w - - 0 41,0,1,g4e5,3.123283386230469e-05,3.123283386230469e-05,613,False,True,False,0,True,,2025-05-27T15:24:57.592974,60.007806062698364
3Q4/5pk1/4P1p1/p6p/5PN1/b5PP/6RK/q7 w - - 0 41,0,2,e6f7,0.09149622917175293,0.09152746200561523,708,False,True,False,0,True,,2025-05-27T15:24:57.593036,60.007806062698364
3Q4/5pk1/4P1p1/p6p/5PN1/b5PP/6RK/q7 w - - 0 41,0,3,e6f7,0.1569809913635254,0.24850845336914062,721,False,True,False,0,True,,2025-05-27T15:24:57.593039,60.007806062698364
3Q4/5pk1/4P1p1/p6p/5PN1/b5PP/6RK/q7 w - - 0 41,0,4,e6f7,0.35079407691955566,0.5993025302886963,696,False,True,False,0,True,,2025-05-27T15:24:57.593040,60.007806062698364
3Q4/5pk1/4P1p1/p6p/5PN1/b5PP/6RK/q7 w - - 0 41,0,5,e6f7,1.261631965637207,1.8609344959259033,756,False,True,False,0,True,,2025-05-27T15:24:57.593042,60.007806062698364
3Q4/5pk1/4P1p1/p6p/5PN1/b5PP/6RK/q7 w - - 0 41,0,6,e6f7,7.639954328536987,9.50088882446289,939,False,True,False,0,True,,2025-05-27T15:24:57.593043,60.007806062698364
3Q4/5pk1/4P1p1/p6p/5PN1/b5PP/6RK/q7 w - - 0 41,0,7,g4e5,37.00876188278198,46.50965070724487,1103,False,True,False,0,True,,2025-05-27T15:24:57.593045,60.007806062698364
4r1k1/1PQ2p1p/1P6/6PK/3r4/8/8/8 b - - 2 55,1,1,d4d2,3.0994415283203125e-05,3.0994415283203125e-05,-163,False,True,False,0,True,,2025-05-27T15:25:08.929016,11.324619054794312
4r1k1/1PQ2p1p/1P6/6PK/3r4/8/8/8 b - - 2 55,1,2,d4d8,0.02314901351928711,0.023180007934570312,-216,False,True,False,0,True,,2025-05-27T15:25:08.929034,11.324619054794312
4r1k1/1PQ2p1p/1P6/6PK/3r4/8/8/8 b - - 2 55,1,3,d4d8,0.032716989517211914,0.05589699745178223,-181,False,True,False,0,True,,2025-05-27T15:25:08.929036,11.324619054794312
4r1k1/1PQ2p1p/1P6/6PK/3r4/8/8/8 b - - 2 55,1,4,d4d8,0.08995294570922852,0.14584994316101074,-176,False,True,False,0,True,,2025-05-27T15:25:08.929038,11.324619054794312
4r1k1/1PQ2p1p/1P6/6PK/3r4/8/8/8 b - - 2 55,1,5,d4d8,0.36847615242004395,0.5143260955810547,-173,False,True,False,0,True,,2025-05-27T15:25:08.929039,11.324619054794312
4r1k1/1PQ2p1p/1P6/6PK/3r4/8/8/8 b - - 2 55,1,6,d4d8,0.6667170524597168,1.1810431480407715,-178,False,True,False,0,True,,2025-05-27T15:25:08.929041,11.324619054794312
4r1k1/1PQ2p1p/1P6/6PK/3r4/8/8/8 b - - 2 55,1,7,d4d8,0.8324172496795654,2.013460397720337,-173,False,True,False,0,True,,2025-05-27T15:25:08.929042,11.324619054794312
4r1k1/1PQ2p1p/1P6/6PK/3r4/8/8/8 b - - 2 55,1,8,d4d8,4.080115079879761,6.093575477600098,-179,False,True,False,0,True,,2025-05-27T15:25:08.929043,11.324619054794312
4r1k1/1PQ2p1p/1P6/6PK/3r4/8/8/8 b - - 2 55,1,9,d4d8,5.23058295249939,11.324158430099487,-186,False,True,False,0,True,,2025-05-27T15:25:08.929045,11.324619054794312
8/1pp4k/p3p2p/2p1p3/4P1n1/P1PP1pr1/1P1R4/5R1K b - - 1 33,2,1,f3f2,4.220008850097656e-05,4.220008850097656e-05,329,False,True,False,0,True,,2025-05-27T15:26:08.959816,60.01248526573181
8/1pp4k/p3p2p/2p1p3/4P1n1/P1PP1pr1/1P1R4/5R1K b - - 1 33,2,2,f3f2,0.04740715026855469,0.047449350357055664,340,False,True,False,0,True,,2025-05-27T15:26:08.960324,60.01248526573181
8/1pp4k/p3p2p/2p1p3/4P1n1/P1PP1pr1/1P1R4/5R1K b - - 1 33,2,3,g3h3,0.1349198818206787,0.18236923217773438,340,False,True,False,0,True,,2025-05-27T15:26:08.960327,60.01248526573181
8/1pp4k/p3p2p/2p1p3/4P1n1/P1PP1pr1/1P1R4/5R1K b - - 1 33,2,4,g3h3,0.23920178413391113,0.4215710163116455,340,False,True,False,0,True,,2025-05-27T15:26:08.960332,60.01248526573181
8/1pp4k/p3p2p/2p1p3/4P1n1/P1PP1pr1/1P1R4/5R1K b - - 1 33,2,5,g3h3,0.780493974685669,1.2020649909973145,340,False,True,False,0,True,,2025-05-27T15:26:08.960337,60.01248526573181
8/1pp4k/p3p2p/2p1p3/4P1n1/P1PP1pr1/1P1R4/5R1K b - - 1 33,2,6,g3h3,1.9540388584136963,3.1561038494110107,340,False,True,False,0,True,,2025-05-27T15:26:08.960338,60.01248526573181
8/1pp4k/p3p2p/2p1p3/4P1n1/P1PP1pr1/1P1R4/5R1K b - - 1 33,2,7,g3h3,5.009207010269165,8.165310859680176,340,False,True,False,0,True,,2025-05-27T15:26:08.960340,60.01248526573181
8/1pp4k/p3p2p/2p1p3/4P1n1/P1PP1pr1/1P1R4/5R1K b - - 1 33,2,8,g3h3,20.53554677963257,28.700857639312744,340,False,True,False,0,True,,2025-05-27T15:26:08.960342,60.01248526573181
8/1pp4k/p3p2p/2p1p3/4P1n1/P1PP1pr1/1P1R4/5R1K b - - 1 33,2,9,g3h3,31.30933904647827,60.010196685791016,340,False,False,True,0,False,,2025-05-27T15:26:08.960343,60.01248526573181
2r2r1k/3R1ppp/pq2p2n/1p6/4NPP1/3Q3P/PPP5/2K2R2 b - - 5 23,3,1,h8g8,5.412101745605469e-05,5.412101745605469e-05,26,False,True,False,0,True,,2025-05-27T15:27:08.999554,60.017455101013184
2r2r1k/3R1ppp/pq2p2n/1p6/4NPP1/3Q3P/PPP5/2K2R2 b - - 5 23,3,2,f7f5,0.11620926856994629,0.11626338958740234,6,False,True,False,0,True,,2025-05-27T15:27:08.999603,60.017455101013184
2r2r1k/3R1ppp/pq2p2n/1p6/4NPP1/3Q3P/PPP5/2K2R2 b - - 5 23,3,3,f7f5,0.5408530235290527,0.6571164131164551,16,False,True,False,0,True,,2025-05-27T15:27:08.999610,60.017455101013184
2r2r1k/3R1ppp/pq2p2n/1p6/4NPP1/3Q3P/PPP5/2K2R2 b - - 5 23,3,4,f7f5,0.47176480293273926,1.1288812160491943,16,False,True,False,0,True,,2025-05-27T15:27:08.999616,60.017455101013184
2r2r1k/3R1ppp/pq2p2n/1p6/4NPP1/3Q3P/PPP5/2K2R2 b - - 5 23,3,5,f8d8,4.8372931480407715,5.966174364089966,-35,False,True,False,0,True,,2025-05-27T15:27:08.999621,60.017455101013184
2r2r1k/3R1ppp/pq2p2n/1p6/4NPP1/3Q3P/PPP5/2K2R2 b - - 5 23,3,6,b5b4,15.102008819580078,21.068183183670044,-45,False,True,False,0,True,,2025-05-27T15:27:08.999623,60.017455101013184
2r2r1k/3R1ppp/pq2p2n/1p6/4NPP1/3Q3P/PPP5/2K2R2 b - - 5 23,3,7,f7f5,26.05797004699707,47.126153230667114,-30,False,True,False,0,True,,2025-05-27T15:27:08.999624,60.017455101013184
r1bq1rk1/pppnbppp/4pn2/3P2B1/3P4/2N1P3/PP3PPP/2RQKBNR b K - 0 7,4,1,e6d5,6.079673767089844e-05,6.079673767089844e-05,105,False,True,False,0,True,,2025-05-27T15:28:09.022088,60.011181116104126
r1bq1rk1/pppnbppp/4pn2/3P2B1/3P4/2N1P3/PP3PPP/2RQKBNR b K - 0 7,4,2,e6d5,0.028415918350219727,0.028476715087890625,55,False,True,False,0,True,,2025-05-27T15:28:09.022140,60.011181116104126
r1bq1rk1/pppnbppp/4pn2/3P2B1/3P4/2N1P3/PP3PPP/2RQKBNR b K - 0 7,4,3,e6d5,0.13470196723937988,0.1631786823272705,60,False,True,False,0,True,,2025-05-27T15:28:09.022142,60.011181116104126
r1bq1rk1/pppnbppp/4pn2/3P2B1/3P4/2N1P3/PP3PPP/2RQKBNR b K - 0 7,4,4,e6d5,0.2736852169036865,0.43686389923095703,40,False,True,False,0,True,,2025-05-27T15:28:09.022146,60.011181116104126
r1bq1rk1/pppnbppp/4pn2/3P2B1/3P4/2N1P3/PP3PPP/2RQKBNR b K - 0 7,4,5,e6d5,1.5238568782806396,1.9607207775115967,45,False,True,False,0,True,,2025-05-27T15:28:09.022148,60.011181116104126
r1bq1rk1/pppnbppp/4pn2/3P2B1/3P4/2N1P3/PP3PPP/2RQKBNR b K - 0 7,4,6,e6d5,5.9703209400177,7.931041717529297,39,False,True,False,0,True,,2025-05-27T15:28:09.022154,60.011181116104126
r1bq1rk1/pppnbppp/4pn2/3P2B1/3P4/2N1P3/PP3PPP/2RQKBNR b K - 0 7,4,7,e6d5,9.367080926895142,17.29812264442444,34,False,True,False,0,True,,2025-05-27T15:28:09.022156,60.011181116104126
r1bq1rk1/pppnbppp/4pn2/3P2B1/3P4/2N1P3/PP3PPP/2RQKBNR b K - 0 7,4,8,e6d5,41.03315091133118,58.331273555755615,4,False,True,False,0,True,,2025-05-27T15:28:09.022157,60.011181116104126
1r2r1k1/2q2pbb/3p3p/1ppPnPp1/8/2N1P1P1/1PQ2NP1/1B2RRK1 w - - 0 28,5,1,f2e4,5.793571472167969e-05,5.793571472167969e-05,82,False,True,False,0,True,,2025-05-27T15:29:09.055729,60.01836109161377
1r2r1k1/2q2pbb/3p3p/1ppPnPp1/8/2N1P1P1/1PQ2NP1/1B2RRK1 w - - 0 28,5,2,c2b3,0.09910106658935547,0.09915900230407715,57,False,True,False,0,True,,2025-05-27T15:29:09.055759,60.01836109161377
1r2r1k1/2q2pbb/3p3p/1ppPnPp1/8/2N1P1P1/1PQ2NP1/1B2RRK1 w - - 0 28,5,3,c2b3,0.10785722732543945,0.2070162296295166,52,False,True,False,0,True,,2025-05-27T15:29:09.055760,60.01836109161377
1r2r1k1/2q2pbb/3p3p/1ppPnPp1/8/2N1P1P1/1PQ2NP1/1B2RRK1 w - - 0 28,5,4,f2e4,0.8965191841125488,1.1035354137420654,65,False,True,False,0,True,,2025-05-27T15:29:09.055764,60.01836109161377
1r2r1k1/2q2pbb/3p3p/1ppPnPp1/8/2N1P1P1/1PQ2NP1/1B2RRK1 w - - 0 28,5,5,f2e4,2.4123778343200684,3.515913248062134,35,False,True,False,0,True,,2025-05-27T15:29:09.055767,60.01836109161377
1r2r1k1/2q2pbb/3p3p/1ppPnPp1/8/2N1P1P1/1PQ2NP1/1B2RRK1 w - - 0 28,5,6,f2e4,4.6454877853393555,8.16140103340149,55,False,True,False,0,True,,2025-05-27T15:29:09.055768,60.01836109161377
1r2r1k1/2q2pbb/3p3p/1ppPnPp1/8/2N1P1P1/1PQ2NP1/1B2RRK1 w - - 0 28,5,7,f2e4,36.55683422088623,44.71823525428772,15,False,True,False,0,True,,2025-05-27T15:29:09.055770,60.01836109161377
r4rk1/bpp3p1/p1npp2p/4p3/PP2Pq2/2PPNN1P/R4PP1/3QR1K1 b - - 1 16,6,1,g8h7,5.507469177246094e-05,5.507469177246094e-05,20,False,True,False,0,True,,2025-05-27T15:30:09.085278,60.00834083557129
r4rk1/bpp3p1/p1npp2p/4p3/PP2Pq2/2PPNN1P/R4PP1/3QR1K1 b - - 1 16,6,2,g8h7,0.23824787139892578,0.23830294609069824,15,False,True,False,0,True,,2025-05-27T15:30:09.085339,60.00834083557129
r4rk1/bpp3p1/p1npp2p/4p3/PP2Pq2/2PPNN1P/R4PP1/3QR1K1 b - - 1 16,6,3,a7e3,0.24485397338867188,0.4831569194793701,30,False,True,False,0,True,,2025-05-27T15:30:09.085346,60.00834083557129
r4rk1/bpp3p1/p1npp2p/4p3/PP2Pq2/2PPNN1P/R4PP1/3QR1K1 b - - 1 16,6,4,g8h7,1.2024259567260742,1.6855828762054443,20,False,True,False,0,True,,2025-05-27T15:30:09.085353,60.00834083557129
r4rk1/bpp3p1/p1npp2p/4p3/PP2Pq2/2PPNN1P/R4PP1/3QR1K1 b - - 1 16,6,5,g8h7,4.242987871170044,5.928570747375488,15,False,True,False,0,True,,2025-05-27T15:30:09.085359,60.00834083557129
r4rk1/bpp3p1/p1npp2p/4p3/PP2Pq2/2PPNN1P/R4PP1/3QR1K1 b - - 1 16,6,6,g8h7,9.047406196594238,14.975976943969727,15,False,True,False,0,True,,2025-05-27T15:30:09.085361,60.00834083557129
r4rk1/bpp3p1/p1npp2p/4p3/PP2Pq2/2PPNN1P/R4PP1/3QR1K1 b - - 1 16,6,7,g8h7,31.191529989242554,46.16750693321228,10,False,True,False,0,True,,2025-05-27T15:30:09.085362,60.00834083557129
1r6/3rpnnk/p2p2p1/2pN1p2/2P1PP2/1PB2B1N/P4K1P/6R1 b - - 0 31,7,1,e7e5,4.00543212890625e-05,4.00543212890625e-05,-47,False,True,False,0,True,,2025-05-27T15:31:09.130097,60.00885605812073
1r6/3rpnnk/p2p2p1/2pN1p2/2P1PP2/1PB2B1N/P4K1P/6R1 b - - 0 31,7,2,f5e4,0.0927438735961914,0.09278392791748047,-51,False,True,False,0,True,,2025-05-27T15:31:09.130147,60.00885605812073
1r6/3rpnnk/p2p2p1/2pN1p2/2P1PP2/1PB2B1N/P4K1P/6R1 b - - 0 31,7,3,f5e4,0.12221813201904297,0.21500205993652344,-67,False,True,False,0,True,,2025-05-27T15:31:09.130155,60.00885605812073
1r6/3rpnnk/p2p2p1/2pN1p2/2P1PP2/1PB2B1N/P4K1P/6R1 b - - 0 31,7,4,f5e4,0.3675410747528076,0.582543134689331,-160,False,True,False,0,True,,2025-05-27T15:31:09.130160,60.00885605812073
1r6/3rpnnk/p2p2p1/2pN1p2/2P1PP2/1PB2B1N/P4K1P/6R1 b - - 0 31,7,5,f5e4,1.017646074295044,1.600189208984375,-140,False,True,False,0,True,,2025-05-27T15:31:09.130169,60.00885605812073
1r6/3rpnnk/p2p2p1/2pN1p2/2P1PP2/1PB2B1N/P4K1P/6R1 b - - 0 31,7,6,b8g8,12.455468893051147,14.055658102035522,-170,False,True,False,0,True,,2025-05-27T15:31:09.130174,60.00885605812073
1r6/3rpnnk/p2p2p1/2pN1p2/2P1PP2/1PB2B1N/P4K1P/6R1 b - - 0 31,7,7,b8g8,28.471729278564453,42.527387380599976,-226,False,True,False,0,True,,2025-05-27T15:31:09.130175,60.00885605812073
8/N2n4/1p6/p1p5/PnP1pk2/1P6/3KBP2/8 w - - 2 46,8,1,a7b5,2.9087066650390625e-05,2.9087066650390625e-05,41,False,True,False,0,True,,2025-05-27T15:31:28.438318,19.300106048583984
8/N2n4/1p6/p1p5/PnP1pk2/1P6/3KBP2/8 w - - 2 46,8,2,a7b5,0.006012916564941406,0.006042003631591797,-13,False,True,False,0,True,,2025-05-27T15:31:28.438371,19.300106048583984
8/N2n4/1p6/p1p5/PnP1pk2/1P6/3KBP2/8 w - - 2 46,8,3,a7b5,0.014622211456298828,0.020664215087890625,-4,False,True,False,0,True,,2025-05-27T15:31:28.438374,19.300106048583984
8/N2n4/1p6/p1p5/PnP1pk2/1P6/3KBP2/8 w - - 2 46,8,4,a7b5,0.050692081451416016,0.07135629653930664,-9,False,True,False,0,True,,2025-05-27T15:31:28.438384,19.300106048583984
8/N2n4/1p6/p1p5/PnP1pk2/1P6/3KBP2/8 w - - 2 46,8,5,a7b5,0.1344137191772461,0.20577001571655273,-4,False,True,False,0,True,,2025-05-27T15:31:28.438388,19.300106048583984
8/N2n4/1p6/p1p5/PnP1pk2/1P6/3KBP2/8 w - - 2 46,8,6,a7b5,0.2892470359802246,0.49501705169677734,-9,False,True,False,0,True,,2025-05-27T15:31:28.438396,19.300106048583984
8/N2n4/1p6/p1p5/PnP1pk2/1P6/3KBP2/8 w - - 2 46,8,7,a7b5,1.0980358123779297,1.593052864074707,-9,False,True,False,0,True,,2025-05-27T15:31:28.438399,19.300106048583984
8/N2n4/1p6/p1p5/PnP1pk2/1P6/3KBP2/8 w - - 2 46,8,8,a7c8,8.22424602508545,9.817298889160156,0,False,True,False,0,True,,2025-05-27T15:31:28.438401,19.300106048583984
8/N2n4/1p6/p1p5/PnP1pk2/1P6/3KBP2/8 w - - 2 46,8,9,a7c8,9.482330083847046,19.299628973007202,1,False,True,False,0,True,,2025-05-27T15:31:28.438402,19.300106048583984
4n3/1r2P1bk/q6p/1N2pPp1/r1p5/P1Q1N2P/1R4P1/1R4K1 b - - 0 40,9,1,b7e7,4.410743713378906e-05,4.410743713378906e-05,-147,False,True,False,0,True,,2025-05-27T15:32:28.467618,60.01569485664368
4n3/1r2P1bk/q6p/1N2pPp1/r1p5/P1Q1N2P/1R4P1/1R4K1 b - - 0 40,9,2,e5e4,0.12345314025878906,0.12349724769592285,-32,False,True,False,0,True,,2025-05-27T15:32:28.467677,60.01569485664368
4n3/1r2P1bk/q6p/1N2pPp1/r1p5/P1Q1N2P/1R4P1/1R4K1 b - - 0 40,9,3,e5e4,0.05507516860961914,0.178572416305542,-32,False,True,False,0,True,,2025-05-27T15:32:28.467680,60.01569485664368
4n3/1r2P1bk/q6p/1N2pPp1/r1p5/P1Q1N2P/1R4P1/1R4K1 b - - 0 40,9,4,e5e4,0.5020239353179932,0.6805963516235352,47,False,True,False,0,True,,2025-05-27T15:32:28.467682,60.01569485664368
4n3/1r2P1bk/q6p/1N2pPp1/r1p5/P1Q1N2P/1R4P1/1R4K1 b - - 0 40,9,5,e5e4,0.7918736934661865,1.4724700450897217,48,False,True,False,0,True,,2025-05-27T15:32:28.467683,60.01569485664368
4n3/1r2P1bk/q6p/1N2pPp1/r1p5/P1Q1N2P/1R4P1/1R4K1 b - - 0 40,9,6,e5e4,2.623645067214966,4.0961151123046875,53,False,True,False,0,True,,2025-05-27T15:32:28.467684,60.01569485664368
4n3/1r2P1bk/q6p/1N2pPp1/r1p5/P1Q1N2P/1R4P1/1R4K1 b - - 0 40,9,7,e5e4,7.4454991817474365,11.541614294052124,87,False,True,False,0,True,,2025-05-27T15:32:28.467688,60.01569485664368
4n3/1r2P1bk/q6p/1N2pPp1/r1p5/P1Q1N2P/1R4P1/1R4K1 b - - 0 40,9,8,e5e4,19.258291006088257,30.79990530014038,87,False,True,False,0,True,,2025-05-27T15:32:28.467694,60.01569485664368
r2q1rk1/1pp3p1/p2ppn1p/2b5/3pP3/P2P1N1P/1PP1NPP1/R2Q1RK1 b - - 1 13,10,1,e6e5,5.817413330078125e-05,5.817413330078125e-05,-8,False,True,False,0,True,,2025-05-27T15:33:29.621014,60.01102089881897
r2q1rk1/1pp3p1/p2ppn1p/2b5/3pP3/P2P1N1P/1PP1NPP1/R2Q1RK1 b - - 1 13,10,2,e6e5,0.043443918228149414,0.043502092361450195,-13,False,True,False,0,True,,2025-05-27T15:33:29.621076,60.01102089881897
r2q1rk1/1pp3p1/p2ppn1p/2b5/3pP3/P2P1N1P/1PP1NPP1/R2Q1RK1 b - - 1 13,10,3,e6e5,0.2537851333618164,0.2972872257232666,-28,False,True,False,0,True,,2025-05-27T15:33:29.621081,60.01102089881897
r2q1rk1/1pp3p1/p2ppn1p/2b5/3pP3/P2P1N1P/1PP1NPP1/R2Q1RK1 b - - 1 13,10,4,e6e5,0.2944798469543457,0.5917670726776123,-28,False,True,False,0,True,,2025-05-27T15:33:29.621082,60.01102089881897
r2q1rk1/1pp3p1/p2ppn1p/2b5/3pP3/P2P1N1P/1PP1NPP1/R2Q1RK1 b - - 1 13,10,5,e6e5,1.3526668548583984,1.9444339275360107,-18,False,True,False,0,True,,2025-05-27T15:33:29.621086,60.01102089881897
r2q1rk1/1pp3p1/p2ppn1p/2b5/3pP3/P2P1N1P/1PP1NPP1/R2Q1RK1 b - - 1 13,10,6,e6e5,1.7386422157287598,3.6830761432647705,-18,False,True,False,0,True,,2025-05-27T15:33:29.621087,60.01102089881897
r2q1rk1/1pp3p1/p2ppn1p/2b5/3pP3/P2P1N1P/1PP1NPP1/R2Q1RK1 b - - 1 13,10,7,e6e5,10.501432657241821,14.184508800506592,-20,False,True,False,0,True,,2025-05-27T15:33:29.621090,60.01102089881897
r2q1rk1/1pp3p1/p2ppn1p/2b5/3pP3/P2P1N1P/1PP1NPP1/R2Q1RK1 b - - 1 13,10,8,e6e5,21.96351385116577,36.14802265167236,-20,False,True,False,0,True,,2025-05-27T15:33:29.621092,60.01102089881897
2r2rk1/1p2p2p/p5p1/1q1p4/3bn1N1/1P2Q2P/P4PP1/3R1RK1 w - - 0 28,11,1,e3d4,4.8160552978515625e-05,4.8160552978515625e-05,-25,False,True,False,0,True,,2025-05-27T15:34:29.654514,60.012409925460815
2r2rk1/1p2p2p/p5p1/1q1p4/3bn1N1/1P2Q2P/P4PP1/3R1RK1 w - - 0 28,11,2,e3d4,0.04851698875427246,0.04856514930725098,-45,False,True,False,0,True,,2025-05-27T15:34:29.654976,60.012409925460815
2r2rk1/1p2p2p/p5p1/1q1p4/3bn1N1/1P2Q2P/P4PP1/3R1RK1 w - - 0 28,11,3,e3d4,0.1528329849243164,0.20139813423156738,-10,False,True,False,0,True,,2025-05-27T15:34:29.654978,60.012409925460815
2r2rk1/1p2p2p/p5p1/1q1p4/3bn1N1/1P2Q2P/P4PP1/3R1RK1 w - - 0 28,11,4,e3d4,0.5338778495788574,0.7352759838104248,46,False,True,False,0,True,,2025-05-27T15:34:29.654980,60.012409925460815
2r2rk1/1p2p2p/p5p1/1q1p4/3bn1N1/1P2Q2P/P4PP1/3R1RK1 w - - 0 28,11,5,e3d4,0.8484067916870117,1.5836827754974365,46,False,True,False,0,True,,2025-05-27T15:34:29.654986,60.012409925460815
2r2rk1/1p2p2p/p5p1/1q1p4/3bn1N1/1P2Q2P/P4PP1/3R1RK1 w - - 0 28,11,6,e3d4,3.688659191131592,5.272341966629028,16,False,True,False,0,True,,2025-05-27T15:34:29.655007,60.012409925460815
2r2rk1/1p2p2p/p5p1/1q1p4/3bn1N1/1P2Q2P/P4PP1/3R1RK1 w - - 0 28,11,7,e3d4,9.798434019088745,15.070775985717773,26,False,True,False,0,True,,2025-05-27T15:34:29.655008,60.012409925460815
2r2rk1/1p2p2p/p5p1/1q1p4/3bn1N1/1P2Q2P/P4PP1/3R1RK1 w - - 0 28,11,8,e3d4,44.94016718864441,60.01094317436218,-36,False,False,True,0,False,,2025-05-27T15:34:29.655011,60.012409925460815
q5k1/3n2b1/6Qp/2pp2N1/8/1P4P1/3B1PKP/8 b - - 0 29,12,1,h6g5,3.695487976074219e-05,3.695487976074219e-05,-13,False,True,False,0,True,,2025-05-27T15:35:18.299073,48.62912106513977
q5k1/3n2b1/6Qp/2pp2N1/8/1P4P1/3B1PKP/8 b - - 0 29,12,2,h6g5,0.02999567985534668,0.030032634735107422,-112,False,True,False,0,True,,2025-05-27T15:35:18.299138,48.62912106513977
q5k1/3n2b1/6Qp/2pp2N1/8/1P4P1/3B1PKP/8 b - - 0 29,12,3,h6g5,0.07209920883178711,0.10213184356689453,-112,False,True,False,0,True,,2025-05-27T15:35:18.299140,48.62912106513977
q5k1/3n2b1/6Qp/2pp2N1/8/1P4P1/3B1PKP/8 b - - 0 29,12,4,h6g5,0.1519320011138916,0.25406384468078613,-132,False,True,False,0,True,,2025-05-27T15:35:18.299148,48.62912106513977
q5k1/3n2b1/6Qp/2pp2N1/8/1P4P1/3B1PKP/8 b - - 0 29,12,5,d7f8,0.7801778316497803,1.0342416763305664,-132,False,True,False,0,True,,2025-05-27T15:35:18.299154,48.62912106513977
q5k1/3n2b1/6Qp/2pp2N1/8/1P4P1/3B1PKP/8 b - - 0 29,12,6,d7f8,1.1711151599884033,2.2053568363189697,-157,False,True,False,0,True,,2025-05-27T15:35:18.299161,48.62912106513977
q5k1/3n2b1/6Qp/2pp2N1/8/1P4P1/3B1PKP/8 b - - 0 29,12,7,d7f8,3.007439136505127,5.212795972824097,-140,False,True,False,0,True,,2025-05-27T15:35:18.299163,48.62912106513977
q5k1/3n2b1/6Qp/2pp2N1/8/1P4P1/3B1PKP/8 b - - 0 29,12,8,d7f8,16.530767917633057,21.743563890457153,-130,False,True,False,0,True,,2025-05-27T15:35:18.299164,48.62912106513977
q5k1/3n2b1/6Qp/2pp2N1/8/1P4P1/3B1PKP/8 b - - 0 29,12,9,d7f8,26.884713888168335,48.62827777862549,-130,False,True,False,0,True,,2025-05-27T15:35:18.299166,48.62912106513977
8/4p3/3pkpp1/ppr5/3RP1P1/P1P1K3/1P6/8 b - - 0 31,13,1,d6d5,3.0040740966796875e-05,3.0040740966796875e-05,128,False,True,False,0,True,,2025-05-27T15:35:30.602588,12.291459798812866
8/4p3/3pkpp1/ppr5/3RP1P1/P1P1K3/1P6/8 b - - 0 31,13,2,d6d5,0.03135323524475098,0.03138327598571777,122,False,True,False,0,True,,2025-05-27T15:35:30.602599,12.291459798812866
8/4p3/3pkpp1/ppr5/3RP1P1/P1P1K3/1P6/8 b - - 0 31,13,3,a5a4,0.11496400833129883,0.1463472843170166,131,False,True,False,0,True,,2025-05-27T15:35:30.602601,12.291459798812866
8/4p3/3pkpp1/ppr5/3RP1P1/P1P1K3/1P6/8 b - - 0 31,13,4,a5a4,0.05301499366760254,0.19936227798461914,127,False,True,False,0,True,,2025-05-27T15:35:30.602602,12.291459798812866
8/4p3/3pkpp1/ppr5/3RP1P1/P1P1K3/1P6/8 b - - 0 31,13,5,a5a4,0.22172808647155762,0.42109036445617676,131,False,True,False,0,True,,2025-05-27T15:35:30.602604,12.291459798812866
8/4p3/3pkpp1/ppr5/3RP1P1/P1P1K3/1P6/8 b - - 0 31,13,6,a5a4,0.9018340110778809,1.3229243755340576,122,False,True,False,0,True,,2025-05-27T15:35:30.602605,12.291459798812866
8/4p3/3pkpp1/ppr5/3RP1P1/P1P1K3/1P6/8 b - - 0 31,13,7,a5a4,0.9818320274353027,2.3047564029693604,140,False,True,False,0,True,,2025-05-27T15:35:30.602630,12.291459798812866
8/4p3/3pkpp1/ppr5/3RP1P1/P1P1K3/1P6/8 b - - 0 31,13,8,a5a4,2.4047470092773438,4.709503412246704,140,False,True,False,0,True,,2025-05-27T15:35:30.602632,12.291459798812866
8/4p3/3pkpp1/ppr5/3RP1P1/P1P1K3/1P6/8 b - - 0 31,13,9,a5a4,7.581430912017822,12.290934324264526,146,False,True,False,0,True,,2025-05-27T15:35:30.602633,12.291459798812866
2krr3/1pb2pp1/p3pn1p/2q5/2P4P/P1B2N2/KPQ2PP1/3RR3 w - - 0 24,14,1,b2b3,4.696846008300781e-05,4.696846008300781e-05,131,False,True,False,0,True,,2025-05-27T15:36:30.635974,60.01272511482239
2krr3/1pb2pp1/p3pn1p/2q5/2P4P/P1B2N2/KPQ2PP1/3RR3 w - - 0 24,14,2,c3f6,0.10403609275817871,0.10408306121826172,107,False,True,False,0,True,,2025-05-27T15:36:30.636054,60.01272511482239
2krr3/1pb2pp1/p3pn1p/2q5/2P4P/P1B2N2/KPQ2PP1/3RR3 w - - 0 24,14,3,c3f6,0.16371488571166992,0.26779794692993164,107,False,True,False,0,True,,2025-05-27T15:36:30.636063,60.01272511482239
2krr3/1pb2pp1/p3pn1p/2q5/2P4P/P1B2N2/KPQ2PP1/3RR3 w - - 0 24,14,4,d1d8,2.9959800243377686,3.2637779712677,107,False,True,False,0,True,,2025-05-27T15:36:30.636064,60.01272511482239
2krr3/1pb2pp1/p3pn1p/2q5/2P4P/P1B2N2/KPQ2PP1/3RR3 w - - 0 24,14,5,c3f6,3.0068328380584717,6.270610809326172,107,False,True,False,0,True,,2025-05-27T15:36:30.636066,60.01272511482239
